,Country,Crop,Year,average_rainfall_in_mm_per_year,pesticides_in_tons_used,avg_temp,hg/ha_yield
28002,Zambia,Cassava,2007,1020.0,1670.0,20.87,57917
26113,Switzerland,Wheat,1998,1537.0,1563.6,7.81,61811
23313,Peru,Maize,1990,1738.0,3134.0,16.84,19532
9430,Greece,"Rice, paddy",2007,652.0,7345.7,18.67,76337
16155,Jamaica,Cassava,2010,2051.0,909.71,27.09,185271
16333,Japan,Sweet potatoes,1993,1668.0,79821.18,14.93,194906
4042,Brazil,Maize,2006,1761.0,238716.0,27.76,33823
7964,Ecuador,Soybeans,2009,2274.0,9666.87,22.42,16585
24561,South Africa,Potatoes,1990,495.0,16582.0,18.91,200263
15957,Italy,"Rice, paddy",2009,832.0,74172.0,13.28,67941
2985,Brazil,Sorghum,1994,1761.0,84312.78,18.42,19056
4106,Brazil,Wheat,2006,1761.0,238716.0,18.47,15927
23731,Portugal,"Rice, paddy",2013,854.0,10126.8,16.77,59699
2419,Belarus,Potatoes,2007,618.0,8306.31,7.51,211948
23891,Romania,Sorghum,2005,637.0,7565.7,11.25,25291
4780,Brazil,Soybeans,2013,1761.0,367778.0,20.07,29285
17579,Kenya,Wheat,2008,630.0,1578.0,16.66,25845
21622,Niger,Maize,2009,151.0,7.32,30.32,9014
12591,India,Sweet potatoes,2001,1083.0,43720.04,25.92,88368
21749,Pakistan,Sweet potatoes,1990,494.0,5299.0,27.0,92141
17436,Kenya,Sorghum,1993,630.0,3469.0,16.36,7454
10088,Haiti,Cassava,2005,1440.0,27.85,27.35,43956
14396,India,Maize,2013,1083.0,45620.0,26.69,25726
15501,Iraq,Potatoes,2000,216.0,548.0,20.28,140645
24557,South Africa,Maize,1990,495.0,16582.0,18.91,22051
10802,India,Soybeans,1991,1083.0,72133.0,25.74,7825
20157,Mexico,"Rice, paddy",2009,758.0,61690.08,17.03,48502
17963,Libya,Wheat,2008,56.0,3824.0,20.17,7879
17861,Libya,Wheat,1990,56.0,87.0,19.6,12317
379,Argentina,Maize,1990,591.0,26156.0,17.46,34608
10314,Honduras,"Rice, paddy",2008,1976.0,5130.42,24.25,51911
24356,Senegal,Sweet potatoes,1993,686.0,357.55,24.99,60372
24755,South Africa,Potatoes,1997,495.0,21596.0,20.57,282462
3739,Brazil,Cassava,2002,1761.0,145552.0,25.18,137949
27878,Zambia,Sorghum,1990,1020.0,1080.0,21.43,4042
2798,Brazil,Soybeans,1992,1761.0,67003.89,17.8,20352
2055,Bahrain,Potatoes,1991,83.0,14.05,25.73,206667
15550,Iraq,"Rice, paddy",2005,216.0,873.01,23.58,28879
18970,Mauritius,Cassava,2013,2041.0,671.77,24.31,137027
23218,Papua New Guinea,Sorghum,1999,3142.0,105.0,25.38,30909
604,Argentina,Maize,2005,591.0,65437.73,17.83,73587
16505,Japan,Sweet potatoes,1997,1668.0,79821.18,15.39,243011
18236,Madagascar,Potatoes,2013,1513.0,507.94,19.34,59375
10784,India,Sorghum,1991,1083.0,72133.0,24.62,6553
3970,Brazil,"Rice, paddy",2005,1761.0,232232.0,24.79,33691
20652,Morocco,Wheat,2002,346.0,14249.71,18.19,12793
3116,Brazil,Wheat,1995,1761.0,92967.22,18.27,15420
27923,Zambia,Maize,1996,1020.0,1670.0,21.19,20864
9181,Ghana,Plantains and others,1993,1187.0,65.8,26.67,80432
12085,India,Wheat,1998,1083.0,49157.0,26.12,24852
21198,Netherlands,Wheat,2006,778.0,10461.35,10.97,83940
25513,Spain,Wheat,2005,636.0,41017.0,16.97,17707
18632,Mali,Cassava,2005,282.0,14.84,28.13,146798
15001,Indonesia,"Rice, paddy",2002,2702.0,1597.0,27.4,44691
9675,Guatemala,Potatoes,2013,1996.0,20489.4,20.37,247554
12697,India,"Rice, paddy",2002,1083.0,42482.56,27.15,26163
21431,Nicaragua,Cassava,2006,2280.0,6889.26,27.35,95455
607,Argentina,"Rice, paddy",2005,591.0,65437.73,17.32,60165
5509,Cameroon,Maize,2007,1604.0,918.88,25.49,20000
9760,Guinea,Plantains and others,2001,1651.0,254.42,27.36,52250
23901,Romania,Potatoes,2007,637.0,6314.0,12.99,136211
10838,India,Wheat,1991,1083.0,72133.0,25.74,22814
1803,Austria,Potatoes,1997,1110.0,3689.6,8.37,288325
23052,Pakistan,Sorghum,2012,494.0,990.09,24.87,6203
7843,Ecuador,Plantains and others,2005,2274.0,18391.23,17.67,60846
6195,Central African Republic,Plantains and others,1999,1342.0,22.87,25.05,28381
19718,Mexico,Sorghum,2001,758.0,31373.3,21.23,33800
17657,Latvia,Potatoes,2006,641.0,743.57,6.95,122151
4072,Brazil,Sorghum,2006,1761.0,238716.0,20.6,22223
127,Algeria,Wheat,1995,89.0,2697.09,17.36,8924
21557,Niger,Wheat,1998,151.0,36.0,29.97,21882
22817,Pakistan,Soybeans,2008,494.0,4946.79,23.21,5918
727,Argentina,Wheat,2012,591.0,136185.08,18.18,32199
16265,Japan,Yams,1991,1668.0,79821.18,15.49,192204
14010,India,Wheat,2010,1083.0,40093.69,26.82,28395
8245,Egypt,Wheat,2001,51.0,5039.0,21.45,63580
22162,Pakistan,"Rice, paddy",1997,494.0,16936.0,22.14,28048
1062,Australia,Maize,1996,534.0,31185.0,11.29,57689
20890,Mozambique,Wheat,2004,1032.0,572.99,21.89,10870
6272,Central African Republic,Plantains and others,2011,1342.0,22.87,25.23,28475
5533,Cameroon,Sorghum,2009,1604.0,813.77,25.54,14085
18737,Mauritania,Sorghum,1993,92.0,39.09,27.37,5856
22380,Pakistan,Sweet potatoes,2000,494.0,27885.0,23.6,109771
21923,Pakistan,Sorghum,1993,494.0,4945.0,25.04,5821
2080,Bahrain,Potatoes,2012,83.0,9.14,27.45,177812
17033,Japan,Potatoes,2011,1668.0,51796.3,15.43,294691
16251,Japan,Sweet potatoes,1991,1668.0,79821.18,15.43,205631
21286,New Zealand,Sweet potatoes,2007,1732.0,4939.0,13.44,120253
19258,Mexico,"Rice, paddy",1994,758.0,34468.93,19.73,42555
7730,Ecuador,Cassava,2000,2274.0,17948.0,21.46,34909
5252,Burundi,"Rice, paddy",2002,1274.0,98.1,21.45,32629
12266,India,Cassava,2000,1083.0,44957.52,25.34,269087
4606,Brazil,Wheat,2011,1761.0,345026.0,18.82,26602
26928,Turkey,Sorghum,2006,593.0,27421.0,14.11,26023
12753,India,Sweet potatoes,2002,1083.0,42482.56,26.7,85694
11239,India,Maize,1994,1083.0,61357.0,25.33,14480
22480,Pakistan,"Rice, paddy",2002,494.0,10881.83,27.2,30192
23449,Peru,Plantains and others,2006,1738.0,12074.5,17.61,123128
16188,Japan,Maize,1990,1668.0,79821.18,14.14,25457
7659,Ecuador,"Rice, paddy",1997,2274.0,7612.0,22.88,35876
1335,Australia,Sorghum,2002,534.0,26651.0,17.73,24561
17756,Lebanon,Wheat,2011,661.0,1816.0,19.67,29667
11499,India,Soybeans,1995,1083.0,61257.0,26.62,10121
22822,Pakistan,Sweet potatoes,2008,494.0,4946.79,26.74,111477
13614,India,Soybeans,2008,1083.0,14485.33,25.88,10415
20441,Mexico,Wheat,2013,758.0,59920.18,25.36,52934
13951,India,Sorghum,2010,1083.0,40093.69,27.16,8602
4349,Brazil,Potatoes,2009,1761.0,335742.0,18.38,248299
7492,Ecuador,Plantains and others,1991,2274.0,2377.0,17.59,99852
17022,Japan,Yams,2010,1668.0,55576.0,13.82,226963
24024,Rwanda,Maize,1999,1212.0,152.0,19.35,7556
17811,Lesotho,Sorghum,2001,788.0,0.3,14.62,8640
19313,Mexico,Potatoes,1995,758.0,34468.93,25.01,199803
16595,Japan,Wheat,1999,1668.0,79821.18,15.79,34544
116,Algeria,"Rice, paddy",1993,89.0,1021.89,17.0,23111
16332,Japan,Soybeans,1993,1668.0,79821.18,12.49,11510
24105,Rwanda,Maize,2009,1212.0,1187.6,19.84,19503
8672,Estonia,Wheat,1995,626.0,154.0,6.23,19974
9993,Haiti,Maize,1992,1440.0,11.52,26.81,7948
16425,Japan,Wheat,1995,1668.0,79821.18,15.32,29319
1008,Australia,Sweet potatoes,1994,534.0,21057.0,11.6,140961
13371,India,Potatoes,2007,1083.0,27422.77,25.66,164101
18210,Madagascar,Cassava,2010,1513.0,241.89,20.31,74144
21180,Netherlands,Wheat,1999,778.0,11152.0,10.74,83311
27802,Uruguay,Sweet potatoes,2002,1300.0,5184.5,17.06,100000
15502,Iraq,"Rice, paddy",2000,216.0,548.0,23.9,6000
17464,Kenya,Potatoes,1996,630.0,6344.0,16.44,75918
25979,Suriname,Maize,2005,2331.0,1426.37,27.7,18421
17779,Lesotho,Sorghum,1993,788.0,0.3,14.95,12704
25882,Sudan,Potatoes,2013,1712.0,2469.47,26.84,166669
6201,Central African Republic,Maize,2000,1342.0,22.87,25.4,10600
27929,Zambia,Wheat,1996,1020.0,1670.0,21.19,55771
26699,Turkey,Wheat,1996,593.0,30286.0,17.49,19852
19899,Mexico,"Rice, paddy",2005,758.0,51741.99,22.95,50653
5845,Canada,Maize,2001,537.0,38456.0,6.01,66187
13567,India,"Rice, paddy",2008,1083.0,14485.33,26.52,32509
4197,Brazil,Sweet potatoes,2007,1761.0,304031.0,20.93,120680
17090,Japan,Sweet potatoes,2012,1668.0,54716.4,13.11,225747
27725,Uruguay,Sweet potatoes,1991,1300.0,1762.01,16.95,40000
21739,Pakistan,Soybeans,1990,494.0,5299.0,23.14,5679
15796,Italy,Wheat,1996,832.0,74617.2,7.06,33170
9465,Greece,"Rice, paddy",2012,652.0,8002.2,18.82,74926
8452,El Salvador,Potatoes,1996,1784.0,3319.85,25.77,157368
3327,Brazil,Yams,1997,1761.0,110276.11,27.85,91773
20308,Mexico,Sweet potatoes,2011,758.0,65961.1,19.83,201465
26161,Switzerland,Wheat,2011,1537.0,2132.14,8.68,62952
6141,Central African Republic,"Rice, paddy",1991,1342.0,0.04,25.45,13375
23875,Romania,Wheat,2001,637.0,7871.1,11.9,30449
14786,Indonesia,"Rice, paddy",1996,2702.0,1597.0,27.0,44168
26872,Turkey,Soybeans,2004,593.0,28831.0,12.26,35714
15874,Italy,Sorghum,2002,832.0,94211.0,8.15,63110
8419,El Salvador,Plantains and others,1992,1784.0,3940.77,26.22,109740
5235,Burundi,Sorghum,2000,1274.0,109.87,21.32,12132
10626,India,Soybeans,1990,1083.0,75000.0,25.54,10145
15556,Iraq,Wheat,2005,216.0,873.01,23.58,8738
18370,Malawi,Sorghum,2008,1181.0,624.52,20.42,8314
4180,Brazil,Sorghum,2007,1761.0,304031.0,25.44,21731
17627,Kenya,Soybeans,2013,630.0,1578.0,16.91,12231
3607,Brazil,Sweet potatoes,2000,1761.0,140423.0,24.36,110351
11930,India,Cassava,1998,1083.0,49157.0,27.32,252815
24359,Senegal,Potatoes,1994,686.0,547.3,24.94,154545
1414,Australia,Sorghum,2005,534.0,34310.0,16.93,26629
7884,Ecuador,Sweet potatoes,2006,2274.0,7953.42,22.09,18750
25855,Sri Lanka,Sorghum,2012,1712.0,1112.8,26.88,12857
15209,Indonesia,Maize,2009,2702.0,1597.0,27.69,42372
24675,South Africa,"Rice, paddy",1994,495.0,16582.0,20.65,21917
8639,Eritrea,Sorghum,2007,383.0,27.63,24.7,10693
17021,Japan,Yams,2010,1668.0,55576.0,15.87,226963
11785,India,Potatoes,1997,1083.0,52279.0,26.19,193913
1333,Australia,Sorghum,2002,534.0,26651.0,14.08,24561
14426,India,Potatoes,2013,1083.0,45620.0,28.85,227606
18410,Malawi,Sorghum,2013,1181.0,1500.27,19.68,9647
13443,India,Soybeans,2007,1083.0,27422.77,25.59,12351
20414,Mexico,"Rice, paddy",2013,758.0,59920.18,22.19,54252
29,Albania,Soybeans,1995,1485.0,251.0,15.67,11791
9385,Greece,Wheat,1999,652.0,9635.0,18.82,23910
9631,Guatemala,"Rice, paddy",2008,1996.0,18091.67,19.51,30625
1722,Australia,Sweet potatoes,2012,534.0,48687.88,11.79,331853
22166,Pakistan,"Rice, paddy",1997,494.0,16936.0,23.76,28048
28021,Zambia,"Rice, paddy",2009,1020.0,1670.0,20.76,16390
25719,Sri Lanka,Sorghum,1994,1712.0,1860.7,26.34,7132
14860,Indonesia,"Rice, paddy",1998,2702.0,1597.0,27.28,41974
13470,India,Sweet potatoes,2007,1083.0,27422.77,27.31,86976
5521,Cameroon,Potatoes,2008,1604.0,882.13,25.42,26367
16495,Japan,Soybeans,1997,1668.0,79821.18,15.76,17380
25995,Suriname,Sweet potatoes,2007,2331.0,1847.86,27.19,161556
25084,South Africa,Wheat,2009,495.0,26857.0,15.44,30475
11838,India,Sorghum,1997,1083.0,52279.0,25.21,6920
4462,Brazil,"Rice, paddy",2010,1761.0,342580.0,27.56,41271
7237,Dominican Republic,Maize,1999,1410.0,5398.0,26.62,12633
7617,Ecuador,Wheat,1995,2274.0,2658.0,21.96,6951
21992,Pakistan,Soybeans,1994,494.0,6183.0,26.87,8011
27716,Uruguay,Sorghum,1990,1300.0,1762.01,16.91,22680
5381,Cameroon,Potatoes,1993,1604.0,774.49,24.9,21111
1557,Australia,Sweet potatoes,2008,534.0,42935.38,17.32,266530
18066,Madagascar,Cassava,1991,1513.0,131.0,19.79,66523
13181,India,Maize,2006,1083.0,37423.0,26.94,19125
1479,Australia,Wheat,2006,534.0,35900.0,17.75,20213
10815,India,Sweet potatoes,1991,1083.0,72133.0,25.82,83453
12535,India,Sorghum,2001,1083.0,43720.04,25.59,7715
19,Albania,Potatoes,1993,1485.0,121.0,16.05,98446
10876,India,Maize,1992,1083.0,70791.0,25.69,16758
26859,Turkey,Potatoes,2004,593.0,28831.0,17.97,268306
11632,India,"Rice, paddy",1996,1083.0,56114.0,27.37,28226
16699,Japan,"Rice, paddy",2002,1668.0,70262.54,16.09,65823
6551,Colombia,Soybeans,1991,3240.0,16817.0,27.3,19244
4296,Brazil,Sweet potatoes,2008,1761.0,312637.0,20.22,120398
10066,Haiti,Plantains and others,2001,1440.0,27.85,27.21,66667
1381,Australia,Soybeans,2004,534.0,36276.0,13.74,22136
4262,Brazil,"Rice, paddy",2008,1761.0,312637.0,27.54,42311
13021,India,Potatoes,2005,1083.0,35342.0,25.62,188908
8125,Egypt,"Rice, paddy",1993,51.0,4175.0,20.74,77184
21571,Niger,Wheat,2000,151.0,62.0,29.43,19855
16917,Japan,Soybeans,2008,1668.0,58750.0,15.98,17791
12169,India,"Rice, paddy",1999,1083.0,46195.0,26.85,29782
26387,Thailand,Maize,2004,1622.0,88548.0,27.8,38587
7254,Dominican Republic,Plantains and others,2000,1410.0,5082.0,26.37,94268
17947,Libya,Maize,2006,56.0,4847.0,19.48,22246
12903,India,Soybeans,2004,1083.0,35113.0,24.85,9082
24013,Rwanda,Yams,1997,1212.0,249.0,19.78,38157
22128,Pakistan,Sweet potatoes,1996,494.0,11955.0,22.61,105177
2630,Brazil,Yams,1990,1761.0,49695.0,21.88,91489
23116,Pakistan,Sorghum,2013,494.0,0.92,24.27,5987
7892,Ecuador,Cassava,2007,2274.0,14156.16,21.99,45107
22411,Pakistan,Potatoes,2001,494.0,11871.0,19.79,164180
13469,India,Sweet potatoes,2007,1083.0,27422.77,27.31,86976
17884,Libya,Potatoes,1994,56.0,87.0,20.55,116667
6843,Colombia,Yams,2008,3240.0,48538.97,27.16,104870
7170,Dominican Republic,Cassava,1995,1410.0,3449.0,26.82,62154
20640,Morocco,Maize,2002,346.0,14249.71,18.19,7494
27789,Uruguay,Wheat,2000,1300.0,3650.08,16.95,25344
11361,India,Wheat,1994,1083.0,61357.0,26.74,23796
20978,Namibia,Maize,1998,285.0,56.0,20.83,6608
6514,Chile,Potatoes,2013,1522.0,9830.72,5.94,233767
9003,Germany,Potatoes,1999,700.0,30019.0,10.02,374989
12109,India,Maize,1999,1083.0,46195.0,27.21,17922
11491,India,Sorghum,1995,1083.0,61257.0,26.01,8235
28045,Zambia,"Rice, paddy",2012,1020.0,1670.0,20.8,17255
27891,Zambia,Maize,1992,1020.0,1080.0,21.85,7311
24545,Slovenia,Soybeans,2011,1162.0,1121.91,11.02,27290
14797,Indonesia,Sweet potatoes,1996,2702.0,1597.0,27.07,113547
18013,Lithuania,Maize,1998,656.0,812.0,6.27,16062
24636,South Africa,Wheat,1992,495.0,16582.0,16.48,17653
11670,India,Soybeans,1996,1083.0,56114.0,26.1,10319
2837,Brazil,Yams,1992,1761.0,67003.89,24.24,91413
12740,India,Soybeans,2002,1083.0,42482.56,25.58,7624
570,Argentina,Cassava,2002,591.0,64134.56,18.07,100000
3346,Brazil,Maize,1998,1761.0,118930.56,20.71,27964
12226,India,Sweet potatoes,1999,1083.0,46195.0,27.24,85744
18669,Mali,Maize,2009,282.0,4.12,27.89,33349
17373,Kazakhstan,Soybeans,2011,250.0,10656.6,6.54,19001
524,Argentina,Maize,1999,591.0,62831.39,17.71,53702
8322,Egypt,"Rice, paddy",2008,51.0,9527.0,22.64,97349
3918,Brazil,Yams,2004,1761.0,214725.0,20.05,92345
20246,Mexico,Sweet potatoes,2010,758.0,63402.29,20.9,206653
5681,Canada,Potatoes,1994,537.0,29206.0,8.11,112448
26071,Sweden,Wheat,2010,624.0,1982.0,6.01,53966
23103,Pakistan,Potatoes,2013,494.0,0.92,27.38,218059
27510,United Kingdom,Wheat,1992,1220.0,31077.0,9.54,68194
2990,Brazil,Sorghum,1994,1761.0,84312.78,26.05,19056
20522,Morocco,Soybeans,1993,346.0,10585.43,17.11,10000
28080,Zimbabwe,Sweet potatoes,1992,657.0,3303.0,21.93,20000
18142,Madagascar,Sorghum,2000,1513.0,130.46,19.65,6683
19492,Mexico,Cassava,1998,758.0,34468.93,20.31,117046
20427,Mexico,Soybeans,2013,758.0,59920.18,24.19,15198
4290,Brazil,Soybeans,2008,1761.0,312637.0,25.54,28162
20119,Mexico,Wheat,2008,758.0,61732.11,16.22,50134
15144,Indonesia,"Rice, paddy",2007,2702.0,1597.0,25.5,47052
12540,India,Sorghum,2001,1083.0,43720.04,25.86,7715
12497,India,Potatoes,2001,1083.0,43720.04,25.82,183627
10997,India,Sweet potatoes,1992,1083.0,70791.0,25.27,82835
10969,India,Soybeans,1992,1083.0,70791.0,25.91,8947
4443,Brazil,Maize,2010,1761.0,342580.0,24.95,43667
21608,Niger,Maize,2007,151.0,30.57,29.85,10874
5743,Canada,Wheat,1996,537.0,35240.8,4.66,24304
25328,Spain,Potatoes,1996,636.0,33236.0,16.72,211919
5039,Burkina Faso,Potatoes,2000,748.0,75.44,28.6,21233
18388,Malawi,Wheat,2010,1181.0,584.12,21.34,15123
23220,Papua New Guinea,Yams,1999,3142.0,105.0,25.38,175187
14513,India,Sweet potatoes,2013,1083.0,45620.0,27.37,101288
14558,Indonesia,Maize,1990,2702.0,2432.0,27.11,21323
17105,Japan,Yams,2012,1668.0,54716.4,15.21,222059
3835,Brazil,Cassava,2004,1761.0,214725.0,27.24,136343
15570,Iraq,Maize,2007,216.0,1062.61,23.92,24774
23392,Peru,Wheat,1998,1738.0,4374.0,18.13,11648
13871,India,Maize,2010,1083.0,40093.69,24.98,25401
15532,Iraq,Wheat,2002,216.0,878.68,23.76,15703
12400,India,Sweet potatoes,2000,1083.0,44957.52,26.05,97421
18731,Mauritania,Sweet potatoes,1992,92.0,39.09,27.52,10000
22774,Pakistan,Maize,2008,494.0,4946.79,23.21,34154
15286,Indonesia,Potatoes,2011,2702.0,1597.0,26.63,159562
25097,South Africa,"Rice, paddy",2010,495.0,26857.0,19.31,25885
26749,Turkey,Wheat,1998,593.0,30162.0,18.08,22564
25598,Spain,Maize,2010,636.0,39043.0,16.51,105553
18321,Malawi,Plantains and others,2001,1181.0,177.24,20.59,65714
21966,Pakistan,Potatoes,1994,494.0,6183.0,22.93,133171
22405,Pakistan,Potatoes,2001,494.0,11871.0,23.62,164180
23757,Qatar,Potatoes,1997,74.0,21.5,27.23,101429
15653,Iraq,Wheat,2013,216.0,2162.6,21.77,23068
27705,United Kingdom,Potatoes,2013,1220.0,17673.46,9.57,408993
27039,Turkey,Potatoes,2010,593.0,38554.69,19.27,323303
25003,South Africa,Maize,2007,495.0,26857.0,21.07,27921
9991,Haiti,Yams,1991,1440.0,18.86,27.01,52778
6287,Central African Republic,Potatoes,2013,1342.0,22.87,25.69,11818
5757,Canada,Potatoes,1997,537.0,38258.2,8.23,111195
8810,France,Sorghum,1999,867.0,114695.0,11.83,62061
14255,India,Potatoes,2012,1083.0,52980.0,26.33,217530
10673,India,Wheat,1990,1083.0,75000.0,26.59,21211
10408,Hungary,"Rice, paddy",1997,589.0,4445.0,9.89,33286
7905,Ecuador,Sorghum,2007,2274.0,14156.16,21.68,16000
7494,Ecuador,Potatoes,1991,2274.0,2377.0,21.91,68405
18570,Mali,Maize,1997,282.0,24.28,27.38,16930
26773,Turkey,Wheat,1999,593.0,33089.0,15.0,19409
18327,Malawi,Maize,2002,1181.0,134.25,20.76,10460
10376,Hungary,Maize,1992,589.0,5777.0,11.01,36501
16517,Japan,Yams,1997,1668.0,79821.18,15.39,209840
1354,Australia,Maize,2004,534.0,36276.0,16.64,56326
12360,India,Sorghum,2000,1083.0,44957.52,26.43,7639
4064,Brazil,"Rice, paddy",2006,1761.0,238716.0,27.76,38798
9239,Ghana,Cassava,2002,1187.0,89.88,26.92,122489
26192,Tajikistan,Soybeans,1995,691.0,54.0,8.49,117
24379,Senegal,Sorghum,1997,686.0,437.23,25.87,7658
28143,Zimbabwe,Soybeans,2000,657.0,2953.36,20.28,22328
3663,Brazil,Potatoes,2001,1761.0,151523.0,25.59,184997
11830,India,Sorghum,1997,1083.0,52279.0,27.47,6920
3491,Brazil,Soybeans,1999,1761.0,127585.0,17.66,23724
8154,Egypt,"Rice, paddy",1995,51.0,4391.0,21.56,81356
11317,India,Soybeans,1994,1083.0,61357.0,26.74,9106
19398,Mexico,Sorghum,1996,758.0,34468.93,21.08,31169
7343,Dominican Republic,Sweet potatoes,2006,1410.0,4116.45,27.08,70151
18209,Madagascar,Wheat,2009,1513.0,143.9,20.13,23859
21589,Niger,"Rice, paddy",2004,151.0,26.31,29.8,30949
17156,Kazakhstan,Sorghum,1992,250.0,17182.0,2.78,11765
2914,Brazil,Sweet potatoes,1993,1761.0,75658.33,24.65,107920
4281,Brazil,Soybeans,2008,1761.0,312637.0,20.22,28162
8933,Germany,Soybeans,1993,700.0,25170.0,9.34,20000
15800,Italy,Potatoes,1997,832.0,84799.0,8.18,222609
24047,Rwanda,Sweet potatoes,2001,1212.0,72.0,19.5,60000
22404,Pakistan,Potatoes,2001,494.0,11871.0,25.18,164180
3952,Brazil,Potatoes,2005,1761.0,232232.0,18.53,220095
19194,Mexico,"Rice, paddy",1993,758.0,34468.93,19.73,48725
26057,Sweden,Wheat,2002,624.0,2198.0,7.96,61487
14969,Indonesia,"Rice, paddy",2001,2702.0,1597.0,27.52,43879
20165,Mexico,Sorghum,2009,758.0,61690.08,17.03,36131
2268,Bangladesh,"Rice, paddy",2006,2666.0,9074.43,26.44,38541
1004,Australia,Soybeans,1994,534.0,21057.0,19.17,19999
2745,Brazil,Cassava,1992,1761.0,67003.89,20.21,120019
15757,Italy,Maize,1994,832.0,81217.6,13.53,82235
10877,India,Maize,1992,1083.0,70791.0,26.82,16758
11449,India,"Rice, paddy",1995,1083.0,61257.0,27.2,26972
24510,Slovenia,Wheat,2001,1162.0,1387.0,10.74,46036
13766,India,Sorghum,2009,1083.0,28707.01,28.03,9621
22296,Pakistan,Sorghum,1999,494.0,20450.0,25.5,6167
2999,Brazil,Soybeans,1994,1761.0,84312.78,26.9,21632
16372,Japan,Soybeans,1994,1668.0,79821.18,16.06,16223
19908,Mexico,Sorghum,2005,758.0,51741.99,19.82,34544
4522,Brazil,Cassava,2011,1761.0,345026.0,21.74,146230
9287,Ghana,Yams,2009,1187.0,378.97,27.14,152555
2930,Brazil,Yams,1993,1761.0,75658.33,17.93,91471
24567,South Africa,Sorghum,1990,495.0,16582.0,20.56,17398
3943,Brazil,Maize,2005,1761.0,232232.0,28.17,30403
2566,Brazil,Potatoes,1990,1761.0,49695.0,17.77,141084
11909,India,Wheat,1997,1083.0,52279.0,25.58,26789
7066,Denmark,Potatoes,1997,703.0,3679.0,8.91,396154
26291,Tajikistan,"Rice, paddy",2013,691.0,264.6,10.1,66592
25381,Spain,Soybeans,1998,636.0,35070.0,17.46,20731
19342,Mexico,Soybeans,1995,758.0,34468.93,21.5,14121
11142,India,Soybeans,1993,1083.0,66388.0,26.1,10857
23315,Peru,Potatoes,1990,1738.0,3134.0,16.84,78805
9943,Guyana,"Rice, paddy",2008,2387.0,234.27,27.31,42324
6230,Central African Republic,Plantains and others,2005,1342.0,22.87,25.92,28929
8862,France,Potatoes,2009,867.0,63676.0,11.46,437856
21195,Netherlands,Wheat,2005,778.0,10703.85,10.48,85932
12320,India,Potatoes,2000,1083.0,44957.52,26.05,186443
3704,Brazil,Sweet potatoes,2001,1761.0,151523.0,19.73,113496
14485,India,Soybeans,2013,1083.0,45620.0,27.61,10123
10113,Haiti,Maize,2008,1440.0,27.85,27.08,7807
9266,Ghana,Yams,2006,1187.0,771.58,27.1,131938
17335,Kazakhstan,Sorghum,2008,250.0,7044.9,7.25,3871
935,Australia,Maize,1993,534.0,23899.0,20.19,44261
2731,Brazil,Yams,1991,1761.0,58349.44,17.95,91353
27025,Turkey,Wheat,2009,593.0,37651.15,19.94,25667
20500,Morocco,Maize,1992,346.0,10178.29,17.56,4753
3029,Brazil,Yams,1994,1761.0,84312.78,18.42,91667
13949,India,Sorghum,2010,1083.0,40093.69,26.54,8602
6854,Colombia,"Rice, paddy",2009,3240.0,51435.13,22.87,46956
10032,Haiti,Cassava,1997,1440.0,16.35,27.74,41332
8371,Egypt,Wheat,2011,51.0,12945.0,21.18,65428
19510,Mexico,Potatoes,1998,758.0,34468.93,21.38,204955
17972,Libya,Maize,2010,56.0,3548.0,21.17,19333
14818,Indonesia,Potatoes,1997,2702.0,1597.0,26.83,162061
7811,Ecuador,Cassava,2004,2274.0,29799.84,22.33,39602
9472,Greece,"Rice, paddy",2013,652.0,8081.72,19.36,83964
8586,Eritrea,Potatoes,1993,383.0,4.44,24.09,82000
1503,Australia,Sorghum,2007,534.0,32446.25,18.02,20918
7923,Ecuador,Plantains and others,2008,2274.0,15396.14,21.72,45571
3186,Brazil,Sorghum,1996,1761.0,101621.67,27.07,18118
24126,Rwanda,Sorghum,2011,1212.0,181.6,19.59,12714
8288,Egypt,Wheat,2005,51.0,5471.0,22.01,64929
22144,Pakistan,Maize,1997,494.0,16936.0,22.14,16352
14153,India,Soybeans,2011,1083.0,55540.0,25.64,11998
1987,Bahamas,Maize,1992,1292.0,484.59,25.1,16667
4189,Brazil,Soybeans,2007,1761.0,304031.0,25.95,28133
6721,Colombia,Maize,2001,3240.0,85515.3,27.28,20755
9332,Greece,"Rice, paddy",1992,652.0,7869.0,17.13,73611
21704,Pakistan,Maize,1990,494.0,5299.0,27.0,14014
3676,Brazil,Sorghum,2001,1761.0,151523.0,20.96,18654
6264,Central African Republic,Maize,2010,1342.0,22.87,26.06,16148
7829,Ecuador,Soybeans,2004,2274.0,29799.84,22.33,16610
